Longitude,Latitude,RSSI,Speed,Altitude,Handover
73.881,15.392,-74.6877761572594,2.29640752997512,2.6978471279653213,0
73.881,15.393384615384615,-71.8422985827096,4.206494108531631,5.088543867674463,0
73.881,15.39476923076923,-69.7827731464606,4.751574992221222,-2.0723917824883564,0
73.881,15.396153846153846,-69.5648387394232,4.400876797825829,-20.20969423363548,0
73.881,15.397538461538462,-71.3333095011648,4.947074269331244,-3.6392387857975983,0
73.881,15.398923076923076,-74.1000078251106,2.5660146114476876,-24.540652236202693,0
73.881,15.400307692307692,-77.0117144902406,3.3724649596693763,5.687534089460474,0
73.881,15.401692307692308,-77.5360987057991,1.6442622193008183,-23.281473783568362,1
73.881,15.403076923076922,-76.1742027439916,3.0284325557076937,-19.23238476317935,0
73.881,15.404461538461538,-75.5937235332085,2.236011164535381,-21.33579694853217,0
73.881,15.405846153846154,-75.9855623510949,3.2371238062259637,-7.6827407799345515,0
73.881,15.407230769230768,-77.2176768596223,3.91829531120896,-14.585722409669694,0
73.881,15.408615384615384,-78.9553238244137,4.938457641028927,4.3582219372534645,0
73.881,15.41,-80.8905653618937,4.313271509260909,-12.66171382287669,0
73.88238461538461,15.392,-71.8422985827096,2.6376679082708483,2.231334770878725,1
73.88238461538461,15.393384615384615,-67.2604967729802,2.2909665258610588,-13.106259693720661,0
73.88238461538461,15.39476923076923,-62.9650526429347,1.2387097663343791,-16.375763227100187,0
73.88238461538461,15.396153846153846,-62.422344216071,3.7023730200899525,-24.47864733743846,0
73.88238461538461,15.397538461538462,-66.3071091717902,3.1113919598192523,8.678154928067755,0
73.88238461538461,15.398923076923076,-70.9741364651198,1.1114137653715699,6.94529075902501,0
73.88238461538461,15.400307692307692,-75.0199114124264,4.181277586691272,-7.329673035979788,0
73.88238461538461,15.401692307692308,-74.2811286847929,2.425685094360554,-0.9831391885137144,1
73.88238461538461,15.403076923076922,-72.084630790479,2.141814385630541,3.7303983842746504,0
73.88238461538461,15.404461538461538,-71.0655232182042,4.653930187288948,-20.99755864056846,0
73.88238461538461,15.405846153846154,-71.7597845112632,2.2009034919297257,7.059964207490594,0
73.88238461538461,15.407230769230768,-73.7882702959132,1.1625446660972458,-12.765955051510005,0
73.88238461538461,15.408615384615384,-76.3583026114703,2.8993041598753546,8.065222189403293,0
